Material,Value
LiNi1−x − yCoxAlyO2 ,4.1
LiNi1−x − yCoxGayO2,4.2
LiNi1−x − yCoxMnyO2,3
LiNi1−x − yCoxMnyO2,4.3
LiNi1−x Ba x O2,4.5
LiNi1−x Co x O2,4.2
LiNi1−xAlxO2,4.15
LiNi1−xAlxO2,3
LiNi1−xBaxO2,3
LiNi1−xCaxO2 ,4.5
LiNi1−xCoxO2,4
LiNi1−xCoxO2,2.5
LiNi1−xCoxO2,4.5
LiNi1−xCoxO2,4.2
LiNi1−xFexPO4 @ C,7.80E-05
LiNi1−xFexPO4 @ C,0.0003
LiNi1−xFexPO4 @ C,0.000311
LiNi1−xMgxO2,4.5
LiNi1−xMgxO2,2.6
LiNi1−xMgxO2,4.15
LiNi1−xMnxO2,4.3
LiNi1−xMnxO2,3
LiNi1−xMnxPO4,5.6
LiNi1−xMnxPO4,2.8
LiNi1−xSbxO2,4.5
LiNi1−xSbxO2 / Li,4.5
LiNi1−xTixO2,2.8
LiNi1−xTixO4,4.8
LiNi1−xTixO4,4
LiNi1−y Co y O2,4.3
LiNi1−y Fe y O2,4.2
LiNi1−y Fe y O2,4.9
LiNi1−yCoyO2,3
LiNi1−yCoyO2,3.2
LiNi1−yCoyO2,0.3
LiNi1−yCoyO2,0.2
LiNi1−yCoyO2,4.3
LiNi1−yCoyO2 / Li,4
LiNi1−yCoyO2 / Li,2.7
LiNi1−yFeyO2,4.2
LiNi1−yFeyO2,4.9
LiNi1−yFeyO2(0.000,4.2
LiNi1-xCoxO2,3.05
LiNi1-xCoxO2,3.85
LiNi1-x-yCoxMnyO2,4.5
LiNi2 / 3Mn1 / 3O2,4.5
LiNi2 / 3Mn1 / 3O2,4.6
LiNi2Mo3O12,3.5
LiNiAl0.1V0.9O4,4.7
LiNiAl0.1V0.9O4,4.9
LiNiCo1 / 3Mn1 / 3O2,2.5
LiNiCo1 / 3Mn1 / 3O2,4.6
LiNiCoMnO2,4.6
LiNiCoO2,4.2
LiNiCuMn2O4,4.95
LiNiFeF6,2
LiNiFeF6 / Li,4.5
LiNiFeF6 / Li,2
LiNil,4.5
LiNil,4.7
LiNili3Mnli3CoIi3O2,4.3
LiNili3Mnli3CoIi3O2,4.6
LiNiMn2−xO4,5
LiNiMn2O4,4.7
LiNiMnCoO2,3.65
LiNiMnO,4.8
LiNiMnO,5.5
LiNiMnO2,3.5
LiNiMnO2,4.2
LiNiN,1.65
LiNiO,2.7
LiNiO2,3.6
LiNiO2,0.00012
LiNiO2,3.21
LiNiO2,5.00E-05
LiNIO2,4
LiNiO2,3.89
LiNiO2,1.9
LiNiO2,4.12
LiNiO2,3.8
LiNiO2,3.6739
LiNiO2,0.44
LiNiO2,3.4
LiNiO2,3.75
LiNiO2,3.78
LiNiO2,0.19
LiNiO2,3.72
LiNiO2,0.15
LiNiO2,2.5
LiNiO2,3.3
LiNiO2,3.82
LiNiO2,2.92
LiNiO2,4.6
LiNiO2,3.1
LiNiO2,3.698
LiNiO2,3.65
LiNiO2,0.35
LiNiO2,5.2
LiNiO2,3.9
LiNiO2,1.2
LiNiO2,5.1
LiNiO2,2
LiNiO2,3.68
LiNiO2,3.58
LiNiO2,4.3366
LiNiO2,0.0001
LiNiO2,3.52
LiNiO2,4.1
LiNiO2,4.05
LiNiO2,4.01
LiNiO2,1
LiNiO2,4.25
LiNiO2,3
LiNiO2,3.88
LiNiO2,0.00013
LiNiO2,4.02
LiNiO2,3.64
LiNiO2,5.5
LiNiO2,4.5
LiNiO2,4.15
LiNiO2,3.836
LiNiO2,3.7
LiNiO2,4.9
LiNiO2,4.4
LiNiO2,2.7
LiNiO2,4.7
LiNiO2,4.2
LiNiO2,3.57
LiNiO2,3.5
LiNiO2,0.42
LiNiO2,1.12E-05
LiNiO2,2.8
LiNiO2,3.96
LiNiO2,5
LiNiO2,4.18
LiNiO2,3.94
LiNiO2,3.91
LiNiO2,3.95
LiNiO2,0.25
LiNiO2 ,4.07
LiNiO2 ,4.1
LiNiO2 ,1.5
LiNiO2 ,3.57
LiNiO2 ,3
LiNiO2 ,4.6
LiNiO2 ,3.7
LiNiO2 ,4.2
LiNiO2 ,3.8
LiNiO2 / carbon,4.5
LiNiO2 oxide,4
LiNiO2-0,0.29
LiNiO2-0,0.87
LiNiO2-0 ,3.55
LiNiO2-10,0.29
LiNiO2-20,0.29
LiNiO2-40 ,0.29
LiNiO2–Li2MO3 oxides,4.6
LiNiO2–Li2TiO3,4.4
LiNiO2–Li2TiO3,4.8
LiNiO3,1.5
LiNiOz,0.8
LiNiOz,4.2
LiNiPO4,4
LiNiPO4,4.7
LiNiPO4,5.08
LiNiPO4,9.40E-05
LiNiPO4,4.95
LiNiPO4,5
LiNiPO4,0.2
LiNiPO4,4.1
LiNiPO4,2.8
LiNiPO4,5.5
LiNiPO4,5.26
LiNiPO4,0.07
LiNiPO4,3.5
LiNiPO4,5.6
LiNiPO4,3
LiNiPO4,6
LiNiPO4,0.3
LiNiPO4,4.59
LiNiPO4,5.8
LiNiPO4,4.3
LiNiPO4,4.5
LiNiPO4,5.2
LiNiPO4,4.54
LiNiPO4,4.52
LiNiPO4,3.45
LiNiPO4,0.000231
LiNiPO4,0.5
LiNiPO4,5.4
LiNiPO4 ,5
LiNiPO4 / C,5.26
LiNiPO4 / C,5
LiNiPO4 / C,5.08
LiNiPO4–LiCoPO4,4.8
LiNi-S ,1.5
LiNiSO4F,5.1
LiNiVO4,4.3
LiNiVO4,5
LiNiVO4,4.81
LiNiVO4,1
LiNiVO4,4.77
LiNiVO4,4.8
LiNiVO4,3.8
LiNiVO4,0.2
LiNiVO4,4
LiNiVO4,0.5
LiNiVO4,4.1
LiNiVO4,0.02
LiNiVO4,4.2
LiNiVO4,4.6
LiNiVO4,4.7
LiNiVO4,3.5
LiNiVO4,3
LiNiVO4,4.5
LiNiVO4,0.29
LiNiVO4·2.6H2O,1.4
LiNixCo0.9−xTi0.1O2,4
LiNixCo1 − 2xMnxO2,4.6
LiNixCo1-2x,4.7
LiNixCo1-2x,4.5
LiNixCo1−2xMnxO2,4.2
LiNixCo1−2xMnxO2,4.5
LiNixCo1−xO2 ,4.4
LiNixCo1−xO2 ,3
LiNixCo1−xO2 ,3.7
LiNixCo1–2xMnxO2,4.2
LiNixCoyMn1−x − yO2,4.3
LiNixCoyMn1−x − yO2,3
LiNixCoyMn1−x − yO2,4.9
LiNixCoyMn1−x − yO2,4.5
LiNixCoyMn1-x-yO2,2
LiNixCoyMn1-x-yO2,4.8
LiNixCoyMn1-x-yO2,4.3
LiNixCoyMnzO2,4.3
LiNixCoyMnzO2,4.5
LiNixCoyO2,3.9
LiNixCu0.5−xMn1.5O4,4.5
LiNixMn(1−x) / 2Co(1−x) / 2O2,4.3
LiNixMn1−xVO4,4.2
LiNixMn1−xVO4,4.7
LiNixMn1−xVO4,3.6
LiNixMn2−xO2,4
LiNixMn2−xO2,5
LiNixMn2−xO4,4.9
LiNixMn2−xO4,3.2
LiNixMn2−xO4,4.7
LiNixMn2−xO4,4.8
LiNixMn2−xO4,4.95
LiNixMn2−xO4,3.5
LiNixMn2−xO4,5
LiNixMn2−xO4,5.3
LiNixMn2−xO4,5.4
LiNixMn2−xO4,4.1
LiNixMn2−xO8,4.7
LiNixMnyCo(1−x − y)O2,4.4
LiNixMnyCo1−x − yO2,4.35
LiNixMnyCo1−x − yO2,2.5
LiNixMnyCo1-x-yO2,3
LiNixMnyCo1-x-yO2,4.2
LiNixMnyCozO2,3.7
LiNixMnyCozO2,4.3
LiNixMnyCozO2,4.2
LiNixMnyO2,4.45
LiNiyMn2−yO4,4.1
LiNiyMnyCo1−2yO2,2.5
LiNiyMnyCo1−2yO2,4.4
LinMgFe2O4,1.5
LiNO2,0.5
LiNO3,1.65
LiNO3,1.35
LiNO3,2.5
LiNO3,0.9
LiNO3,0.55
LiNO3,3.5
LiNO3,3.2
LiNO3,2.06
LiNO3,0.8
LiNO3,1.7
LiNO3,1.5
LiNO3,0.3
LiNO3,2.31
LiNO3,2.36
LiNO3,0.29
LiNO3,1.48
LiNO3,0.25
LiNO3,0.71
LiNO3,5.90E-05
LiNO3,0.17
LiNO3,2.24
LiNO3,0.33
LiNO3,2.3
LiNO3,0.45
LiNO3,0.21
LiNO3,0.6
LiNO3,1.85
LiNO3,1
LiNO3,4.6
LiNO3,2.8
LiNO3,1.4
LiNO3,1.9
LiNO3,1.22
LiNO3,0.73
LiNO3,2.4
LiNO3,2
LiNO3,0.1
LiNO3,2.7
LiNO3,1.75
LiNO3,0.78
LiNO3,1.8
LiNO3,5.00E-05
LiNO3,1.76
LiNO3,0.5
LiNO3,1.2
LiNO3,3
LiNO3,0.26
LiNO3,2.6
LiNO3,1.3
LiNO3,2.2
LiNO3,4.2
LiNO3,2.1
LiNO3,2.82
LiNO3 / DMA,2.87
LiNO3 / DMA,4.5
LiNO3 / DMAc,2.7
LiNO3 / DMAc,4.2
LiNO3 / DMAc,2.75
LiNO3 / DMAc,2
LiNO3 / DMSO,4
LiNO3 / DMSO,3.9
LiNO3 / DMSO,3.72
LiNO3-KNO3 / MnO2,3.4
LiNO3-KNO3-Mg(OH)NO3 / MnO2,3.6
LiO2,0.9
LiO2,4.31
LiO2,3.2
LiO2,2.07
LiO2,4.55
LiO2,4.65
LiO2,0.94
LiO2,3.49
LiO2,2.65
LiO2,3.1
LiO2,0.27
LiO2,3.37
LiO2,2
LiO2,3.5
LiO2,3.4
LiO2,4
LiO2,1.3
LiO2,3.25
LiO2,4.2
LiO2,3.68
LiO2,1.5
LiO2,1.8
LiO2,2.8
LiO2,2.67
LiO2,3.17
LiO2,1.7
LiO2,2.521
LiO2,3.6
LiO2,3.08
LiO2,1.16
LiO2,1.39
LiO2,3.3
LiO2,2.2
LiO2,2.85
LiO2,0.3
LiO2,2.23
LiO2,0.2
LiO2,3
LiO2,2.4
LiO2,0.12
LiO2,3.62
LiO2,2.27
LiO2,2.1
LiO2,3.18
LiO2,3.8
LiO2,1.87
LiO2,5
LiO2,1.9
LiO20,2.1
LiOH,1.3
LiOH,2.94
LiOH,3.51
LiOH,4
LiOH,0.00048
LiOH,3.53
LiOH,3.85
LiOH,0.0001
LiOH,0.00026
LiOH,2.37
LiOH,0.00015
LiOH,0.96
LiOH,1.5
LiOH,3.3
LiOH,3.35
LiOH,2.2
LiOH,4.2
LiOH,2.25
LiOH,1.6
LiOH,1.52
LiOH,3.19
LiOH,4.3
LiOH,0.00045
LiOH,2.42
LiOH,2.3
LiOH,2.8
LiOH,4.19
LiOH,0.000475
LiOH,1.12
LiOH,0.6
LiOH,0.001375
LiOH,1.45
LiOH,1.2
LiOH,2.32
LiOH,3
LiOH,0.55
LiOH,0.000585
LiOH,0.437
LiOH,0.49
LiOH,0.000135
LiOH,4.09
LiOH,1.91
LiOH,1.1
LiOH,4.00E-05
LiOH,3.6
LiOH,0.4
LiOH,0.17
LiOH,3.57
LiOH,3.1
LiOH,1.03
LiOH,3.75
LiOH,0.82
LiOH,1.22
LiOH,1.83
LiOH,1.64
LiOH,3.00E-05
LiOH,3.27
LiOH,1.10E-05
LiOH,1
LiOH,3.5
LiOH,2.5
LiOH,0.74
LiOH,3.2
LiOH,3.34
LiOH,7.50E-05
LiOH,0.65
LiOH,0.5
LiOH,0.21
LiOH,0.00014
LiOH,4.15
LiOH,4.1
LiOH,1.68
LiOH,0.7
LiOH,4.5
LiOH,3.22
LiOH,2.23
LiOH,2
LiOH,3.61
LiOH ,3.31
LiOH ,3.34
LiOH H2O,4.75
LiOH H2O,2.75
LiOH H2O,3.75
LiOH H2O,4.2
LiOH H2O,4.3
"LiOHÂ·H 2 O, V 2 O 5 and Nd(NO 3 ) 3",1.05
LiOH–5 M LiNO3,0.81
LiOH–5 M LiNO3,1.45
LiOH–NaOH,0.685
LiOH•IBA-17,2
LiOH•IBA-17,3.9
LiOH·H2O,1
LiOH·H2O,5.00E-05
LiOH·H2O,0.8
LiOH·H2O,0.6
LiOH·H2O / PAA,0.22
LiOiPr,2
LiOn,4.2
LiOn,3.9
LiOOH,3.5
LiOOH,2
LiP7,0.5
LiP7,0.72
LiP7,0.7
LiP7,1
LiP7,2
LiP7,0.4
LiP7,1.5
LiP7,0.78
LiP7,1.15
LiPb,0.6
LiPb,0.292
LiPb,0.29
LiPb,0.45
LiPb,0.65
LiPb,0.374
LiPb,0.601
LiPb,0.449
LiPb,0.37
LiPd2Sn,2.32
LiPdO,0.358
LiPdO,0.237
LiPdO,0.255
LiPF6,1.50E-05
LiPF6,0.2
LiPF6,3.71
LiPF6,2.5
LiPF6,3.558
LiPF6,0.65
LiPF6,4.16
LiPF6,0.53
LiPF6,9.00E-05
LiPF6,1.6
LiPF6,0.38
LiPF6,4.19
LiPF6,1.8
LiPF6,3.85
LiPF6,5.6
LiPF6,0.000228
LiPF6,3.41
LiPF6,0.00048
LiPF6,3.75
LiPF6,4.00E-05
LiPF6,9.50E-05
LiPF6,3.23
LiPF6,0.5
LiPF6,0.169
LiPF6,2.6
LiPF6,3.2
LiPF6,4.25
LiPF6,2.91
LiPF6,5.5
LiPF6,2.7
LiPF6,1.5
LiPF6,4.7
LiPF6,1.3
LiPF6,0.16
LiPF6,2.2
LiPF6,6.2
LiPF6,3.92
LiPF6,4.1
LiPF6,0.000745
LiPF6,5.7
LiPF6,2.40E-05
LiPF6,3.8
LiPF6,0.33
LiPF6,4.15
LiPF6,0.6
LiPF6,0.83
LiPF6,0.24
LiPF6,3.3
LiPF6,2.63
LiPF6,5.25
LiPF6,3.5
LiPF6,4.4
LiPF6,3.4
LiPF6,4.8
LiPF6,1.22
LiPF6,3.35
LiPF6,2.50E-05
LiPF6,1
LiPF6,0.07
LiPF6,0.1
LiPF6,5.70E-05
LiPF6,1.20E-05
LiPF6,2.49
LiPF6,2
LiPF6,2.1
LiPF6,3.97
LiPF6,3.7
LiPF6,0.000105
LiPF6,3.57
LiPF6,4.18
LiPF6,2.25
LiPF6,2.27
LiPF6,0.000198
LiPF6,4.24
LiPF6,2.75
LiPF6,2.98
LiPF6,1.45
LiPF6,3.1
LiPF6,1.15
LiPF6,4.2
LiPF6,4.61
LiPF6,0.9
LiPF6,0.23
LiPF6,4.35
LiPF6,0.02
LiPF6,4.3
LiPF6,6.1
LiPF6,4.73
LiPF6,5.2
LiPF6,4.55
LiPF6,2.9
LiPF6,3.6
LiPF6,0.000145
LiPF6,1.27E-05
LiPF6,0.14
LiPF6,1.17
LiPF6,3.78
LiPF6,3.9
LiPF6,2.8
LiPF6,6.3
LiPF6,4.75
LiPF6,3.64
LiPF6,2.71
LiPF6,3.14
LiPF6,1.9
LiPF6,0.75
LiPF6,0.528
LiPF6,4.6
LiPF6,1.25
LiPF6,0.3
LiPF6,5.9
LiPF6,3
LiPF6,2.3
LiPF6,0.63
LiPF6,0.000125
LiPF6 / acetamide,2.25
LiPF6 / acetamide,5.2
LiPF6 / carbonate,4.7
LiPF6 / carbonate-based,4.8
LiPF6 / DMSO,3.25
LiPF6 / EMS,5.4
LiPF6 / EMS,5.5
LiPF6 / ethylene carbonate,2.00E-05
LiPF6 / FEC / DMC,1.5
LiPF6 / LiODFB,4.4
LiPF6 / methyl difluoroacetate,0.002
LiPF6 / methyl difluoroacetate,2.00E-05
LiPF6 / MFA,0.08
LiPF6 / MFA,0.3
LiPF6 / TEGDME,3.5
LiPF6 / TEGDME,2
LiPF6–MOEMC,5
LiPF6·PEO6,6
LiPF6·PEO6,3
LiPF6-EC-DEC,1.4
LiPF6-EC-DEC,3
LiPF6-EC-DEC,4.9
LiPF6-EC-DEC,3.9
LiPF6-EC-DEC,2.8
LiPFe ethylene carbonate / diethyl carbonate,0.127
LiPFe ethylene carbonate / diethyl carbonate,0.89
LiPo,3.3
LiPo,3
LiPo,3.7
LiPO,3.7
LiPo,4.2
LiPo,0.8
LiPo,5
LiPo,0.4
LiPo,2.6
LiPo,3.63
LiPO2F2,4.4
LiPO2F2,6.2
LiPO2F2,3.8
LiPO2F2,4.3
LiPO2F2,4.5
LiPO2F2,4.2
LiPO2F2,1
LiPO2F2,6
LiPO3,5
LiPON,2
LiPON,4.5
LiPON,0.8
LiPON,3.5
LiPON,0.0001
LiPON,0.2
LiPON,4.25
LiPON,1.07
LiPON,0.69
LiPON,2.50E-05
LiPON,0.00013
LiPON,1.72
LiPON,3
LiPON,5.5
LiPON,5.2
LiPON,4.9
LiPON,5.3
LiPON,9.50E-05
LiPON,1.5
LiPON,4.2
LiPON,1.57
LiPON,5
LiPON,4.3
LiPON,4.8
LiPON,2.63
LiPON,5.00E-05
LiPON,0.5
LiPON,3.8
LiPON,1.82
LiPON / A-LLTO,4.09
LiPON / A-LLTO,2.51
LiPON / A-LLTO,1.58
LiPON / A-LLTO,5
LiPON / B-LAGP,5
LiPON / B-LAGP ,0.0001
LiPON / Li–P–W–O–N / LiPON,4
LiPON / LiCoO2,4
Lipon / LiPF6 / Li,2.7
Lipon / LiPF6 / Li,1.1
LiPON0.14,3.8
LiPON0.14–LCO,2
LiPON0.14–LCO,5
LiPON0.46,2.8
LiPON-90,1
LiPON-90,2
LiPON-90,3
LiPONB,5.00E-05
LiPs,2.01
LiPS,2.3
LiPS,1.7
LiPS,2.4
LiPs,2.34
LiPS,2.05
LiPS,2
LiPS,2.2
LiPS,1.8
LiPS,7.00E-05
LiPS,2.32
LiPS,2.1
LiPSs,2.42
LiPSs,2.03
LiPSs,2.02
LiPSs,2.28
LiPSs,2.49
LiPSs,2.4
LiPSs,2.27
LiPSs,2.1
LiPSs,2
LiPSs,2.8
LiPSs,3
LiPSs,2.29
LiPSs,2.41
LiPSs,2.35
LiPSs,2.37
LiPSs,2.31
LiPSs,2.39
LiPSs,1.8
LiPSs,1.5
LiPSs,2.3
LiPSs,2.32
LiPSs,2.05
LiPt2,1.8
LirMnO,2.87
LiRu2O4,4
LiRu2O4,2.5
LiRuO2,0.8
LiS18650,2.8
LiS18650,4.06
LiS18650,3
LiS2,2.44
LiS2,2.3
LiS2,1.6
LiS2,2.08
LiS2,2.4
LiS2,2.25
LiS2 / Li2S2,2.5
LiS2 / Li2S2,2.57
LiS2 / S,0.35
LiS2 / S,0.42
LiSb,0.8
LiSbO3,0.2
LiSc0.01Mn1.99O4 ,3.2
LiSc0.01Mn1.99O4 ,4.8
LiSc0.02Mn1.98O4,5.00E-05
LiSc0.02Mn1.98O4,4.05
LiSc0.02Mn1.98O4 ,4.70E-05
LiSc0.02Mn1.98O4 ,3.90E-05
LiSc0.02Mn1.98O4(0.8223,0.0001
LiScO2,4.15
LiScO2,3.5
LiSe0.02Mn1.6O4,2.4
LiSe0.02Mn1.6O4,3.5
LiSe0.1Mn1.9O4,3.5
LiSe0.1Mn1.9O4,3
LiSe0.4Mn1.6O4,3
LiSe0.4Mn1.6O4,3.5
LiSe2,1
LiSFSI,3.52
LiSFSI,1.58
LiSFSI,3.78
LiSFSI,1.34
LiSi,0.17
LiSi,0.3
LiSi,0.29
LiSi,0.24
LiSi,0.25
LiSi,0.26
LiSi,0.045
LiSi,0.1
LiSi,0.16
LiSi,0.49
LiSi,4
LiSi,1
LiSi,0.09
LiSi0.050V3O8,4
LiSi0.05Mg0.05Mn1.90O4,3.2
LiSi0.05Mg0.05Mn1.90O4,4.35
LiSi0.05Mn1.95O4,4.35
LiSi0.05Mn1.95O4,3.2
LiSi0.05V3O8,4
LiSi1.14,0.12
LiSi2.35,2.3
LiSi2.45,0.4
LiSi2O5,3
Li-silicate,0.37
Li-silicates,0.4
LiSiPON,5.5
LiSiPON,4.5
LiSiS,0.2
LiSix,0.6
LiSix,2.5
LiSix,0.2
LiSix,0.1
LiSixMn2−xO4,3.2
LiSixMn2−xO4,4.35
LiSn,0.61
LiSn,2
LiSn,0.56
LiSn,0.64
LiSn,0.73
LiSn,0.55
LiSn,0.67
LiSn,0.47
LiSn,0.8
LiSn,0.65
LiSn,0.42
LiSn,0.175
LiSn,0.35
LiSn,0.49
LiSn,0.41
LiSn,0.45
LiSn,0.5
LiSn,0.72
LiSn,1.3
LiSn,0.58
LiSn,0.7
LiSn,0.000675
LiSn,0.13
LiSn,0.43
LiSn,0.66
LiSn,0.267
LiSn,0.78
LiSn,0.62
LiSn,0.52
LiSn,0.012
LiSn,2.4
LiSn,0.575
LiSn,0.68
LiSn0.0125Mn1.975O4,4.5
LiSn0.0125Mn1.975O4,4.3
LiSn0.0125Mn1.975O4,3
LiSn2(PO4)3,0.35
LiSn2(PO4)3,1
LiSn2(PO4)3 ,3
LiSnOS,0.26
LiSnS2,1.3
LiSnS2,1.5
LiSnS2,1
LiSnS2,0.4
LiSO2,6.2
LiSO2 Cl2,3.91
LiSO3CF3,2.78
LiSO3CF3,3.55
LiSO3CF3,0.2
LiSO3CF3,4.62
LiSr0.25Mn1.75O4,5
LiSSCH3,1.8
Li-sulfide,5
LiTaO3,1.302
LiTaO3,0.6
LiTaO3,1.007
LiTaO3–S,0.000173
LiTaO3–S,0.000258
LiTe3,2.5
LiTFSI / DME / DOL / LiNO3,1.7
LiTFSI / H2O,2.7
LiTFSI / H2O,2.2
LiTFSI / H2O,2.3
LiTFSI / H2O,1.6
Lithiated 1T-Li2NiO2,3.7
Lithiated 1T-Li2NiO2,1.9
Lithiated Li0.7FePO4·2H2O,2.5
Lithiated Li0.7FePO4·2H2O ,2.5
Lithiated oxides LiNi0.8Co0.2O2,3.4
Lithiated oxides LiNi0.8Co0.2O2,3.64
Lithiated silicon,0.3
Lithiated silicon,5.00E-05
Lithiated silicon,2
Lithiated silicon,0.5
Lithiated silicon ,0.3
Lithium / / S-GPE2 / / lithium,0.00016
Lithium / Ag2V4O11,0.0005
Lithium / bismuth vanadate,3.1
Lithium / iodide,3.634
Lithium / Li4Ti5O12,1
Lithium / Li4Ti5O12,3
Lithium / Li4Ti5O12,1.55
Lithium / lithium,3.00E-05
Lithium / lithium-manganese oxide,4
Lithium / manganese dioxide,3
Lithium / manganese dioxide,6
Lithium / MgO,3
Lithium / oxygen,2.91
Lithium / oxygen,3.1
Lithium / propylene carbonate,0.0002
Lithium / propylene carbonate,5.00E-05
Lithium / selenium,0.5
Lithium / sodium,3
Lithium / sulfide,5
Lithium / sulfur,2.1
Lithium / sulfur,2.4
Lithium / sulphur,2.16
Lithium / SVO,3.2
Lithium / SVO,2.6
Lithium / SVO,3.24
Lithium / SVPO,3.2
Lithium / SVPO,3.4
Lithium / vanadium oxide,2.5
Lithium / vanadium oxide,3.6
Lithium / vanadium oxide,3
Lithium / vanadium oxide,1.8
Lithium acetate,2.1
Lithium acetate,2.2
Lithium acetate,5.07E-05
Lithium acetate,2.9
Lithium acetate ,1.2
Lithium aluminate,0.0001
Lithium aluminum germanium phosphate,5
Lithium bis(oxalate) borate (LiBOB)-2,4.7
Lithium bis(oxalato)borate,3.5
Lithium bis(oxalato)borate,4.44
Lithium bis(oxalato)borate,5.4
Lithium bis(oxalato)borate,2
Lithium bis(oxalato)borate,4.2
Lithium bis(oxalato)borate,7.00E-05
Lithium bis(oxalato)borate,1
Lithium bis(oxalato)borate,1.2
Lithium bis(oxalato)borate,3
Lithium bis(oxalato)borate,1.81
Lithium bis(oxalato)borate,2.1
Lithium bis(oxalato)borate,3.2
Lithium bis(oxalato)borate,4.4
Lithium bis(oxalato)borate,4.1
Lithium bis(oxalato)borate,1.97
Lithium bis(oxalato)borate,1.62
Lithium bis(oxalato)borate,1.65
Lithium bis(oxalato)borate,0.1
Lithium bis(oxalato)borate,4.3
Lithium bis(oxalato)borate,1.76
Lithium bis(oxalato)borate,0.3
Lithium bis(oxalato)borate,4.12
Lithium bis(oxalato)borate,0.8
Lithium bis(oxalato)borate,5.2
Lithium bis(oxalato)borate,0.0007415
Lithium bis(oxalato)borate,0.55
Lithium bis(oxalato)borate,1.5
Lithium bis(oxalato)borate,4
Lithium bis(oxalato)borate,2.7
Lithium bis(oxalato)borate(LiBOB) / Sulfolane / γ-butyrolactone / diethyl carbonate,6.82
Lithium bis(pentafluoroethanesulfonyl)imide LiN(SO2C2F5)2,4.2
Lithium bis(pentafluoroethanesulfonyl)imide LiN(SO2C2F5)2,3.8
Lithium bis(trifluoromethanesulfonyl)amide,4.3
Lithium bis(trifluoromethanesulfonyl)amide,0.0002
Lithium bis(trifluoromethanesulfonyl)imide,1.8
Lithium bis(trifluoromethanesulfonyl)imide,5.5
Lithium bis(trifluoromethanesulfonyl)imide,7.00E-05
Lithium bis(trifluoromethanesulfonyl)imide,2.5
Lithium bis(trifluoromethanesulfonyl)imide,2.03
Lithium bis(trifluoromethanesulfonyl)imide,2.4
Lithium bis(trifluoromethanesulfonyl)imide,1.75
Lithium bis(trifluoromethanesulfonyl)imide,0.76
Lithium bis(trifluoromethanesulfonyl)imide,6
Lithium bis(trifluoromethanesulfonyl)imide,1.3
Lithium bis(trifluoromethanesulfonyl)imide,4.7
Lithium bis(trifluoromethanesulfonyl)imide,1
Lithium bis(trifluoromethanesulfonyl)imide,2.3
Lithium bis(trifluoromethanesulfonyl)imide,1.9
Lithium bis(trifluoromethanesulfonyl)imide,3.47
Lithium bis(trifluoromethanesulfonyl)imide,5
Lithium bis(trifluoromethanesulfonyl)imide,4.2
Lithium bis(trifluoromethanesulfonyl)imide,1.5
Lithium bis(trifluoromethanesulfonyl)imide,2.8
Lithium bis(trifluoromethanesulfonyl)imide,1.7
Lithium bis(trifluoromethanesulfonyl)imide,5.8
Lithium bis(trifluoromethanesulfonyl)imide,0.00012
Lithium bis(trifluoromethanesulfonyl)imide,3
Lithium bis(trifluoromethanesulfonyl)imide,4
Lithium bis(trifluoromethanesulfonyl)imide,5.1
Lithium bis(trifluoromethanesulfonyl)imide,0.00023
Lithium bis(trifluoromethanesulfonyl)imide,4.21
Lithium bis(trifluoromethanesulfonyl)imide,2.2
Lithium bis(trifluoromethanesulfonyl)imide,0.0001
Lithium bis(trifluoromethanesulfonyl)imide,2.48
Lithium bis(trifluoromethanesulfonyl)imide,2.01
Lithium bis(trifluoromethanesulfonyl)imide,0.5
Lithium bis(trifluoromethanesulfonyl)imide,0.75
Lithium bis(trifluoromethanesulfonyl)imide,2
Lithium bis(trifluoromethanesulfonyl)imide,2.15
Lithium bis(trifluoromethanesulfonyl)imide,4.3
Lithium bis(trifluoromethanesulfonyl)imide,0.22
Lithium bis(trifluoromethanesulfonyl)imide,5.9
Lithium bis(trifluoromethanesulfonyl)imide LiN(SO2CF3)2,3.5
Lithium bis(trifluoromethanesulfonyl)imide LiN(SO2CF3)2,3.8
Lithium bis(trifluoromethanesulfonyl)imide LiN(SO2CF3)2,4.2
Lithium bis(trifluoromethanesulfonyl)imide LiN(SO2CF3)2,3
Lithium bis(trifluoromethanesulphonyl)imide,3
Lithium bis(trifluoromethanesulphonyl)imide,3.7
Lithium bisoxalatoborate,1.96
Lithium bisoxalatoborate,4.9
Lithium borate,4.4
Lithium borohydride,2.4
Lithium borohydride,5
Lithium boron oxide Li2O-2B2O3,4.6
Lithium bromide,0.52
Lithium bromide,0.54
Lithium bromide,0.97
Lithium bromide,3.93
Lithium bromide,2.5
Lithium bromide,2.75
Lithium bromide,2.8
Lithium bromide,4.05
Lithium bromide,3.6
Lithium carbonate,1.5
Lithium carbonate,4.8
Lithium carbonate,1.76
Lithium carbonate,4.5
Lithium carbonate,0.5
Lithium carbonate,1
Lithium carbonate,5
Lithium carbonate,2.58
Lithium carbonate Li2CO3,3.5
Lithium carbonates,4.7
Lithium chloride,1
Lithium chloride,1.5
Lithium chloride,2
Lithium chloride,1.6
Lithium chloride,2.5
Lithium chloride,1.4
Lithium chloride,3.75
Lithium chloride,3.76
Lithium chloride,2.85
Lithium chloride,2.68
Lithium chloride,0.00012
Lithium chloride,3.65
Lithium chloride,0.36
Lithium chloride,3.5
Lithium chloride,0.0002
